id,Patent number,link,title,inventor name,date,num pages
3712,US-11551403-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11551403,Artificial reality system architecture for concurrent application execution and collaborative 3D scene rendering,Gladkov; Denis et al.,2023-01-10,30
3713,US-11551129-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11551129,Quantum platform routing of a quantum application component,Limberg; Jared Andrew et al.,2023-01-10,27
3714,US-11552914-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11552914,Filtering group messages,Sharon; Gil et al.,2023-01-10,16
3715,US-11550158-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11550158,Artificial reality system having system-on-a-chip (SoC) integrated circuit components including stacked SRAM,Pendse; Rajendra D.,2023-01-10,23
3716,US-11551145-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11551145,Performance based switching of a model training process,Gupta; Sidharth et al.,2023-01-10,26
3717,US-11550682-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11550682,Synthetic system fault generation,Sobolev; Boris et al.,2023-01-10,27
3718,US-11553410-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11553410,Method and apparatus for access point discovery in dense WiFi networks,Chowdhury; Kaushik et al.,2023-01-10,30
3719,US-11550299-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11550299,Automated robotic process selection and configuration,Cella; Charles Howard et al.,2023-01-10,332
3720,US-11552909-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11552909,Generation of a chatbot,Lopes de Moraes; Marcelo et al.,2023-01-10,18
3721,US-11551569-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11551569,System and method for personalized rendering of digitized instances of modeling of user identified microskills,Firpo-Triplett; Regina Marie et al.,2023-01-10,45
3722,US-11552966-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11552966,Generating and mutually maturing a knowledge corpus,Kwatra; Shikhar et al.,2023-01-10,18
3723,US-11550832-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11550832,Systems and methods for micro-credential accreditation,Verma; Geeta,2023-01-10,32
3724,US-11553005-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11553005,Provenance based identification of policy deviations in cloud computing environments,Narigapalli; Anil Kumar et al.,2023-01-10,20
3725,US-11551117-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11551117,Policy based artificial intelligence engine,Malhotra; Reena,2023-01-10,32
3726,US-11550672-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11550672,Machine learning to predict container failure for data transactions in distributed computing environment,Kurian; John et al.,2023-01-10,21
3727,US-11551652-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11551652,Hands-on artificial intelligence education service,Pajjuri; Ambika et al.,2023-01-10,31
3728,US-11553038-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11553038,Optimizing device-to-device communication protocol selection in an edge computing environment,Rakshit; Sarbajit K. et al.,2023-01-10,20
3729,US-11553045-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11553045,Systems and methods to automatically update status of projects within a collaboration environment,Beauchamp; Tyler Jeffrey et al.,2023-01-10,20
3730,US-20230003505-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230003505,Digital track recording device and coordinate calibration method,YIN; SHUJUN,2023-01-05,9
3731,US-20230004616-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004616,System and Method for Ethical Collection of Data,Walsh; Brandy et al.,2023-01-05,12
3732,US-20230007483-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230007483,TECHNOLOGIES FOR IMPLEMENTING THE RADIO EQUIPMENT DIRECTIVE,MUECK; Markus Dominik et al.,2023-01-05,113
3733,US-20230004937-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004937,AI RESPONSE SYSTEM,MATSUTANI; Kazuhiko,2023-01-05,21
3734,US-20230005151-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005151,METHODS AND SYSTEMS FOR PERFORMING REAL-TIME RADIOLOGY,Su; Jason et al.,2023-01-05,67
3735,US-20230004996-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004996,METHOD AND APPARATUS FOR CONFIGURED INFORMATION DELIVERY,Ashley; David,2023-01-05,20
3736,US-20230004614-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004614,"Method and Apparatus for Displaying Map Points of Interest, And Electronic Device",LI; Yanyan et al.,2023-01-05,13
3737,US-20230004731-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004731,METHOD FOR MULTI-CHANNEL AUDIO SYNCHRONIZATION FOR TASK AUTOMATION,PAPANCEA; Andrei et al.,2023-01-05,19
3738,US-20230005614-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005614,HEALTH TESTING AND DIAGNOSTICS PLATFORM,"Ferro, JR.; Michael W. et al.",2023-01-05,71
3739,US-20230004407-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004407,Computing Network for Implementing a Contextual Navigation and Action User Experience Framework and Flattening Deep Information Hierarchies,Anderson; Christine et al.,2023-01-05,43
3740,US-20230004408-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004408,Computing Network for Implementing a Contextual Navigation and Action User Experience Framework and Flattening Deep Information Hierarchies,Anderson; Christine et al.,2023-01-05,43
3741,US-20230005620-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005620,SYSTEMS AND METHODS FOR IDENTIFICATION AND REFERRAL OF AT-RISK PATIENTS TO EYE CARE PROFESSIONAL,Scales; Charles Webb et al.,2023-01-05,27
3742,US-20230005091-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005091,METHODS AND APPARATUS FOR REWARDING USER ON-LINE COURSE PERFORMANCE VIA BLOCKCHAIN MINING,SASTRY; Ann Marie,2023-01-05,21
3743,US-20230005607-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005607,System And Method For Optimizing Home Visit Appointments And Related Travel,Kogan; Daniel et al.,2023-01-05,33
3744,US-20230005475-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005475,SOLUTION GUIDED RESPONSE GENERATION FOR DIALOG SYSTEMS,GUNASEKARA; Chulaka et al.,2023-01-05,16
3745,US-20230004555-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004555,AUTOMATICALLY AND INCREMENTALLY SPECIFYING QUERIES THROUGH DIALOG UNDERSTANDING IN REAL TIME,Ferreira Moreno; Marcio et al.,2023-01-05,15
3746,US-20230004587-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004587,BOT FOR QUERY ANALYSIS AND INTERFACE GENERATION,Nguyen; Dao et al.,2023-01-05,29
3747,US-20230005070-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005070,BOT FOR CUSTOMIZED OUTPUT AND INTERFACE GENERATION,Nguyen; Dao et al.,2023-01-05,29
3748,US-20230005071-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005071,CANCER PATIENT GUIDANCE SYSTEM AND METHOD,Wamberg; Thomas R. et al.,2023-01-05,24
3749,US-20230004918-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004918,AUTOMATIC REMOTE TASK ALLOCATION VIA VIRTUAL TRAINING,O'Donncha; Fearghal et al.,2023-01-05,15
3750,US-20230005391-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005391,POLYMORPHIC ENCRYPTION FOR SECURITY OF A DATA VAULT,Sharma; Anshu et al.,2023-01-05,22
3751,US-20230007085-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230007085,VIRTUAL CONTACT SHARING ACROSS SMART GLASSES,Berliner; Tamir et al.,2023-01-05,170
3752,US-20230007439-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230007439,SYSTEMS AND METHODS FOR PROACTIVELY PREEMPTING/MITIGATING AXIETY-RELATED BEHAVIORS AND ASSOCIATED ISSUES/EVENTS,WILLIAMS; David H. et al.,2023-01-05,151
3753,US-20230004843-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004843,DECISION OPTIMIZATION UTILIZING TABULAR DATA,Marinescu; Radu et al.,2023-01-05,17
3754,US-20230005000-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005000,IDENTIFYING COMMERCIALIZATION OPPORTUNITY FOR A DIGITAL TWIN ARTIFACT CAPTURED ON A MOBILE DEVICE,DeLuca; Lisa Seacat et al.,2023-01-05,16
3755,US-20230005312-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230005312,ACCESS MANAGEMENT SYSTEM,Carter; Ronald,2023-01-05,62
3756,US-20230003826-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230003826,"SYSTEMS, APPARATUS, ARTICLES OF MANUFACTURE, AND METHODS FOR DISTRIBUTED AND SCALABLE HIGH PERFORMANCE LOCATION AND POSITIONING",Parker; Valerie et al.,2023-01-05,127
3757,US-20230004691-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20230004691,"METHOD AND SYSTEM FOR AUTOMATICALLY ORDERING AND FULFILLING ARCHITECTURE, DESIGN AND CONSTRUCTION PHYSICAL PRODUCT AND PRODUCT SAMPLE REQUESTS WITH BAR CODES",GLUNZ; Benjamin F.,2023-01-05,50
3758,US-11544444-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544444,Text conversion and representation system,Stephen; Christopher Colin et al.,2023-01-03,33
3759,US-RE49353-E,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/RE49353,Anti-androgens for the treatment of non-metastatic castrate-resistant prostate cancer,Chen; Isan,2023-01-03,22
3760,US-11543933-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11543933,Manipulating virtual environment using non-instrumented physical object,Piya; Cecil et al.,2023-01-03,40
3761,US-11541318-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11541318,Method and apparatus for breeding virtual pet,Zhang; Yicheng et al.,2023-01-03,39
3762,US-11544622-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544622,Transaction-enabling systems and methods for customer notification regarding facility provisioning and allocation of resources,Cella; Charles Howard,2023-01-03,533
3763,US-11545144-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11545144,System and method supporting context-specific language model,Yadav; Anil et al.,2023-01-03,25
3764,US-11541104-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11541104,"Method for preventing or treating osteoporosis, characterized by administering teriparatide or salt thereof at a frequency of twice a week",Minamida; Takeshi et al.,2023-01-03,62
3765,US-11544782-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544782,System and method of a smart contract and distributed ledger platform with blockchain custody service,Cella; Charles Howard,2023-01-03,290
3766,US-11541274-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11541274,"System, method and apparatus for electrically actuated pedal for an exercise or rehabilitation machine",Hacking; S. Adam et al.,2023-01-03,29
3767,US-11544594-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544594,"Electronic device comprising user interface for providing user-participating-type AI training service, and server and method for providing user-participating-type AI training service using the electronic device",Woo; Sunghee et al.,2023-01-03,27
3768,US-11544565-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544565,Processing system for generating a playlist from candidate files and method for generating a playlist,Lyske; Joseph Michael William et al.,2023-01-03,45
3769,US-11544906-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544906,Mobility surrogates,Kloor; Harry,2023-01-03,39
3770,US-11544510-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544510,System and method for multi-modal image classification,Chaudhari; Yogen et al.,2023-01-03,15
3771,US-11544135-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544135,Systems and methods for the analysis of user experience testing with AI acceleration,Mestres; Xavier et al.,2023-01-03,40
3772,US-11545271-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11545271,Systems and methods for public and private communication threads,Barkol; Omer et al.,2023-01-03,35
3773,US-11546853-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11546853,Methods and apparatus for monitoring wake up signal,Agiwal; Anil et al.,2023-01-03,54
3774,US-11544467-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544467,Systems and methods for identification of repetitive language in document using linguistic analysis and correction thereof,Turcato; Davide et al.,2023-01-03,29
3775,US-11544323-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544323,Annotations for enterprise knowledge graphs using multiple toolkits,Meyerzon; Dmitriy et al.,2023-01-03,41
3776,US-11544593-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544593,Data analysis and rule generation for providing a recommendation,Neha et al.,2023-01-03,30
3777,US-11544297-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544297,Computer-based method and system for urban planning,Jha; Sanjiv Kumar et al.,2023-01-03,21
3778,US-11544337-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544337,System to match special needs service providers with recipients,Pillitteri; Joseph Anthony et al.,2023-01-03,13
3779,US-11544721-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544721,Supporting automation of customer service,An; Ni et al.,2023-01-03,26
3780,US-11544466-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544466,Optimized document score system using sentence structure analysis function,Kamijoh; Kohichi et al.,2023-01-03,18
3781,US-11544614-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544614,Sampling of an operator in a quantum system,Horii; Hiroshi et al.,2023-01-03,31
3782,US-11546393-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11546393,Synchronized performances for remotely located performers,Goldstein; Mark et al.,2023-01-03,19
3783,US-11544626-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544626,Methods and systems for classifying resources to niche models,Adeli-Nadjafi; Alireza,2023-01-03,26
3784,US-11545047-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11545047,Using biometric data intelligence for education management,Won; Joonhee et al.,2023-01-03,37
3785,US-11544345-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544345,Apparatuses and methods for linking posting data,Stewart; Arran,2023-01-03,25
3786,US-11546338-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11546338,Digital account controls portal and protocols for federated and non-federated systems and devices,Charnauski; Vladimir et al.,2023-01-03,37
3787,US-11544627-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544627,"Machine learning-based methods and systems for modeling user-specific, activity specific engagement predicting scores",Bryce; Richard et al.,2023-01-03,44
3788,US-11544656-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11544656,Self qualified process for cloud based applications,Manzano Doñabeitia; Antonio,2023-01-03,24
3789,US-11540764-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11540764,Group association system and method based on brainwave response to external stimulation,Kocher; Robert William,2023-01-03,14
3790,US-11545141-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11545141,Omni-channel orchestrated conversation system and virtual conversation agent for realtime contextual and orchestrated omni-channel conversation with a human and an omni-channel orchestrated conversation process for conducting realtime contextual and fluid conversation with the human by the virtual conversation agent,Poddar; Ashwarya,2023-01-03,15
3791,US-20220415116-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220415116,SORTING GAMES OF CHANCE,Lutnick; Howard W. et al.,2022-12-29,112
3792,US-20220414546-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220414546,INTEGRATED MACHINE LEARNING AUDIOVISUAL APPLICATION FOR A DEFINED SUBJECT,SILANSKY; EDWARD R. et al.,2022-12-29,14
3793,US-20220411397-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220411397,ANALOGUES OF N-ACYL-HOMOSERINE LACTONES AND PHARMACEUTICAL COMPOSITION COMPRISING SAME,SEKSIK; Philippe et al.,2022-12-29,37
3794,US-20220415196-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220415196,E-READER INTERFACE SYSTEM WITH AUDIO AND HIGHLIGHTING SYNCHRONIZATION FOR DIGITAL BOOKS,German; Lee B.,2022-12-29,73
3795,US-20220413598-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220413598,OBFUSCATED CONTROL INTERFACES FOR EXTENDED REALITY,HOLLAND; Wesley James et al.,2022-12-29,38
3796,US-20220414048-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220414048,DATA PROCESSING SYSTEMS AND METHODS FOR TRANSMITTING AND MODIFYING DATA VIA A SMART DATA CABLE,Schneider; Tobias,2022-12-29,43
3797,US-20220415046-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220415046,"METHOD FOR DETERMINING VIDEO CODING TEST SEQUENCE, ELECTRONIC DEVICE AND COMPUTER STORAGE MEDIUM",ZHANG; Jiaojiao,2022-12-29,17
3798,US-20220415071-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220415071,"TRAINING METHOD OF TEXT RECOGNITION MODEL, TEXT RECOGNITION METHOD, AND APPARATUS",ZHANG; Chengquan et al.,2022-12-29,18
3799,US-20220415195-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220415195,"METHOD FOR TRAINING COURSE RECOMMENDATION MODEL, METHOD FOR COURSE RECOMMENDATION, AND APPARATUS",WANG; Chao et al.,2022-12-29,19
3800,US-20220414475-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220414475,SENSOR COMPENSATION USING BACKPROPAGATION,Cho; Minsik et al.,2022-12-29,22
3801,US-20220414122-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220414122,DATA REORGANIZATION,Li; Qing et al.,2022-12-29,15
3802,US-20220413864-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220413864,RUN-LENGTH ENCODING AND DECODING FOR A WAVEFORM,Lindquist; Timothy et al.,2022-12-29,31
3803,US-20220414327-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220414327,ARTIFICIAL INTELLIGENCE BASED CLASSIFICATION FOR TASTE AND SMELL FROM NATURAL LANGUAGE DESCRIPTIONS,Meyer Rojas; Pablo et al.,2022-12-29,17
