search URL:,https://patents.google.com/?q=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29&oq=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11849332-B2,"System, method, and apparatus for providing dynamic, prioritized spectrum management and utilization ","Digital Global Systems, Inc.","Armando Montalvo, Bryce Simmons",2020-05-01,2022-12-08,2023-12-19,2023-12-19,https://patents.google.com/patent/US11849332B2/en,https://patentimages.storage.googleapis.com/fe/93/ce/b77210b30f8ee7/US11849332-20231219-D00000.png
WO-2016074738-A1,Data routing with a machine learning-based routing model ,"Huawei Technologies Co., Ltd.",Hayim Porat,2014-11-14,2014-11-14,2016-05-19,,https://patents.google.com/patent/WO2016074738A1/en,
US-2022067249-A1,Machine Learning to Accelerate Design of Energetic Materials ,Imagars Llc,Baldur Andrew Steingrimsson,2020-02-05,2021-10-09,2022-03-03,,https://patents.google.com/patent/US20220067249A1/en,https://patentimages.storage.googleapis.com/3f/fc/bc/b73bcbc1dc3007/US20220067249A1-20220303-D00000.png
US-2023084157-A1,"System, method, and apparatus for providing dynamic, prioritized spectrum management and utilization ","Digital Global Systems, Inc.",Armando Montalvo,2020-05-01,2022-11-22,2023-03-16,,https://patents.google.com/patent/US20230084157A1/en,https://patentimages.storage.googleapis.com/93/61/fd/dab7c08a701969/US20230084157A1-20230316-D00000.png
US-2020334607-A1,System and method for improving human-centric processes ,Augmentir Inc.,"Russell Fadel, Philip J. Huber, John Canosa, Lawrence Fan, Mustafa Onur Kabul",2019-04-16,2020-04-15,2020-10-22,,https://patents.google.com/patent/US20200334607A1/en,https://patentimages.storage.googleapis.com/ad/23/8e/b514db3bf96c2a/US20200334607A1-20201022-D00000.png
US-2019216674-A1,Mobile weight-bearing powered orthosis device ,Trexo Robotics Inc.,"Manmeet Singh Maggu, Rahul Udasi",2016-09-08,2017-09-07,2019-07-18,,https://patents.google.com/patent/US20190216674A1/en,https://patentimages.storage.googleapis.com/3d/4d/7c/7c43922b23176c/US20190216674A1-20190718-D00000.png
KR-102254763-B1,Systems and methods for computerized balanced delivery route assignment and incentive structure ,쿠팡 주식회사,"이선승, 김성한, 에릭 렌, 잉 칭",2019-11-21,2020-01-13,2021-05-25,2021-05-25,https://patents.google.com/patent/KR102254763B1/en,https://patentimages.storage.googleapis.com/27/30/2b/0a8d6bcb2a642d/112020036521317-pat00016.png
EP-3970155-A1,"Computer-implemented system and methods for predicting the health and therapeutic behavior of individuals using artificial intelligence, smart contracts and blockchain ","John D. Kutzko, Wayne C. A. Wright","John D. Kutzko, Wayne C. A. Wright",2019-05-17,2020-05-13,2022-03-23,,https://patents.google.com/patent/EP3970155A1/en,
US-11475207-B2,Subject line tester ,"Salesforce, Inc.","Kexin Xie, Gokhan Cagrici, Daniel Keith Wilson, Shrestha Basu Mallick, Jonathan Daniel Showers Belkowitz, Jason Lestina, James Brewer, Daniel Louis Gasperut, Jeffery Allen Zickgraf, Greg Lyman, Michael Ronald Brewer, Evan Black, Austin Rauschuber, Victoria Schultz, Matthew David Trepina, Peter Stadlinger",2019-11-21,2020-06-15,2022-10-18,2022-10-18,https://patents.google.com/patent/US11475207B2/en,https://patentimages.storage.googleapis.com/2f/66/86/fbf48cd0de15a1/US11475207-20221018-D00000.png
EP-3537352-A1,Analytics ,General Electric Company,"Lorenzo Escriche, David Sterling Toledano, Charles Larry Abernathy, Kevin Samuel Klasing, John Sherrill Carpenter, Paul Anthony Maletta, William Keith Kincaid",2018-03-08,2019-03-01,2019-09-11,,https://patents.google.com/patent/EP3537352A1/en,https://patentimages.storage.googleapis.com/a7/81/b4/712a8b0d7bcfc5/imgf0001.png
US-2019318436-A1,Free learning analytics methods and systems ,Michael Cejnar,Michael Cejnar,2016-05-31,2017-05-31,2019-10-17,,https://patents.google.com/patent/US20190318436A1/en,https://patentimages.storage.googleapis.com/c9/1c/d2/a1a84cb2f355ce/US20190318436A1-20191017-D00000.png
WO-2018094517-A1,End to end educational system and method ,Nelson Education Ltd,"Saqib ALEEM, Steve Brown, Ben Higgins, Jason Miller",2016-11-23,2017-11-21,2018-05-31,,https://patents.google.com/patent/WO2018094517A1/en,
US-10215827-B2,Method to measure tissue texture using NMR spectroscopy to identify the chemical species of component textural elements in a targeted region of tissue ,Bioprotonics Inc.,"Ian Parker, David R. Chase, Timothy W. James, Kristin James",2014-09-01,2018-07-06,2019-02-26,2019-02-26,https://patents.google.com/patent/US10215827B2/en,https://patentimages.storage.googleapis.com/1b/37/eb/62e7e2a8711c89/US10215827-20190226-D00000.png
US-11171792-B2,"Method and system for media, advertising and/or in vehicle content monitoring ","Drive Time Metrics, Inc.","Robert J. Maccini, Roderick MacKenzie, Joseph V. Gallagher, Rafael Saavedra, Peter Williams, Robert M Favre",2014-10-03,2019-11-06,2021-11-09,2021-11-09,https://patents.google.com/patent/US11171792B2/en,https://patentimages.storage.googleapis.com/4a/e3/d4/6b3c9c7ed1b766/US11171792-20211109-D00000.png
US-2021035239-A1,System and method for delivering real time contextual and location based targeted communication on mobile and internet based channels via rich communication services ,"Mavenir Networks, Inc.","Manish Srivastava, Bejoy Pankajakshan",2018-04-25,2020-10-06,2021-02-04,,https://patents.google.com/patent/US20210035239A1/en,https://patentimages.storage.googleapis.com/56/19/12/b7f91abc80027a/US20210035239A1-20210204-D00000.png
US-11727007-B1,Systems and methods for a unified analytics platform ,Splunk Inc.,"Chinmay Madhav Kulkarni, Lin Ma, Amir Malekpour, Mohan Rajagopalan, John C. Reed, Ram Sriharsha",2020-10-19,2020-10-19,2023-08-15,2023-08-15,https://patents.google.com/patent/US11727007B1/en,https://patentimages.storage.googleapis.com/7b/16/d7/dab1113a972de4/US11727007-20230815-D00000.png
KR-20220157632-A,"Learner classification method for classifying learners using learner's gaze path, and a computing apparatus that performs the method ",이화여자대학교 산학협력단,"조일현, 정겨운",2021-05-21,2021-05-21,2022-11-29,,https://patents.google.com/patent/KR20220157632A/en,https://patentimages.storage.googleapis.com/15/be/7a/67485c10161f2a/pat00010.png
US-2021345947-A1,Systems and methods for augmented neurologic rehabilitation ,"MedRhythms, Inc.","Owen McCarthy, Brian Harris, Alex Kalpaxis, Jeffrey Chu, Brian Bousquet-Smith, Eric Richardson",2016-04-14,2021-07-21,2021-11-11,,https://patents.google.com/patent/US20210345947A1/en,https://patentimages.storage.googleapis.com/d3/3c/c7/1af31c1a7e726e/US20210345947A1-20211111-D00000.png
US-2019287017-A1,Methods and systems for integrating machine learning/analytics accelerators and relational database systems ,Georgia Tech Research Corporation,"V Hadi Esmaeilzadeh, Divya Mahajan, Joon Kyun Kim",2018-03-15,2019-03-15,2019-09-19,,https://patents.google.com/patent/US20190287017A1/en,https://patentimages.storage.googleapis.com/37/d4/e0/93c378df526295/US20190287017A1-20190919-D00000.png
US-2021272696-A1,"System, method computer program product and apparatus for dynamic predictive monitoring in the critical health assessment and outcomes study (chaos) ",University Of Cincinnati,Deeptankar Demazumder,2020-03-02,2020-03-02,2021-09-02,,https://patents.google.com/patent/US20210272696A1/en,https://patentimages.storage.googleapis.com/c2/67/37/6ee5d7c1b91846/US20210272696A1-20210902-D00000.png
US-2023275928-A1,Multi-layered policy management ,"Palo Alto Networks, Inc.",Jun Du,2018-12-31,2023-05-03,2023-08-31,,https://patents.google.com/patent/US20230275928A1/en,https://patentimages.storage.googleapis.com/e6/df/1e/e55fb0ab8ad44a/US20230275928A1-20230831-D00000.png
US-2021295987-A1,"Monitoring, predicting and alerting for census periods in medical inpatient units ",General Electric Company,"Bex George Thomas, Vijay K. Veeraghattam, Hong Yang, Gregory Peter Betman",2019-03-27,2021-06-08,2021-09-23,,https://patents.google.com/patent/US20210295987A1/en,https://patentimages.storage.googleapis.com/e6/82/0a/ef4184655f7676/US20210295987A1-20210923-D00000.png
US-10755344-B2,System framework processor for channel contacts ,Bank Of America Corporation,"Assim Syed Mohammad, Badri V. Mangalam, Prasanna Joshi, Sridhar M. Seetharaman",2015-09-30,2015-09-30,2020-08-25,2020-08-25,https://patents.google.com/patent/US10755344B2/en,https://patentimages.storage.googleapis.com/37/35/a1/67723ad289d077/US10755344-20200825-D00000.png
KR-102578114-B1,Computerized systems and methods for using artificial intelligence to optimize database parameters ,쿠팡 주식회사,"빈 동, 잔 첸",2021-01-13,2021-11-04,2023-09-14,2023-09-14,https://patents.google.com/patent/KR102578114B1/en,
US-2021026761-A1,Testing of complex data processing systems ,"Health Care Service Corporation, A Mutual Legal Reserve Company","Flavia Elia Pistone Duffy, John Francis Ashman",2019-07-22,2019-07-22,2021-01-28,,https://patents.google.com/patent/US20210026761A1/en,https://patentimages.storage.googleapis.com/f7/5f/21/c7ba79eda2f23a/US20210026761A1-20210128-D00000.png
US-2019080794-A1,System and Method for Labeling a Therapeutic Value to Digital Content ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2018-10-12,2019-03-14,,https://patents.google.com/patent/US20190080794A1/en,https://patentimages.storage.googleapis.com/41/f4/93/47439f01b82e61/US20190080794A1-20190314-D00000.png
US-2022159487-A1,Streaming Media Quality of Experience Prediction for Network Slice Selection in 5G Networks ,"Parallel Wireless, Inc.",Biswajeet Kumar,2019-05-24,2022-01-31,2022-05-19,,https://patents.google.com/patent/US20220159487A1/en,https://patentimages.storage.googleapis.com/e0/aa/80/fe06c283c97ec4/US20220159487A1-20220519-D00000.png
US-11574715-B2,System and method for a health status display ,Blue Storm Media Inc,Gareth John Llewelyn,2017-05-17,2021-01-21,2023-02-07,2023-02-07,https://patents.google.com/patent/US11574715B2/en,https://patentimages.storage.googleapis.com/94/cd/1d/7b5109a75d4aa0/US11574715-20230207-D00000.png
US-2018212829-A1,"Provision, configuration and use of a telecommunications network ",Bae Systems Plc,"Iain Norman Nicol Reid, Richard Thomas Jarvis, David Nicholson",2015-02-13,2016-02-16,2018-07-26,,https://patents.google.com/patent/US20180212829A1/en,https://patentimages.storage.googleapis.com/47/1a/1b/2f38ae0e089fea/US20180212829A1-20180726-D00000.png
ES-2934315-T3,energy exchange system ,Innogy Innovation Gmbh,Carsten Stöcker,2017-08-03,2018-07-26,2023-02-21,2023-02-21,https://patents.google.com/patent/ES2934315T3/en,
US-2021056866-A1,"Portable Reading, Multi-sensory Scan and Vehicle-generated Motion Input ","Seungoh Ryu, Benjamin Ryu","Seungoh Ryu, Benjamin Ryu",2019-08-21,2020-08-21,2021-02-25,,https://patents.google.com/patent/US20210056866A1/en,https://patentimages.storage.googleapis.com/4f/ab/79/d8bcbd209e7f08/US20210056866A1-20210225-D00000.png
US-11362981-B2,System and method for delivering a digital therapeutic from a parsed electronic message ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2019-02-21,2022-06-14,2022-06-14,https://patents.google.com/patent/US11362981B2/en,https://patentimages.storage.googleapis.com/0d/63/88/bc06505d2d138f/US11362981-20220614-D00000.png
US-10957086-B1,Visual and digital content optimization ,Accenture Global Solutions Limited,"Edouard Mathon, Christian Souche, Victor CHEVALIER, Robi Fazio",2020-06-25,2020-08-24,2021-03-23,2021-03-23,https://patents.google.com/patent/US10957086B1/en,https://patentimages.storage.googleapis.com/01/2f/fd/7893c8286c1ff2/US10957086-20210323-D00000.png
US-2023289838-A1,Personal corporate survey chatbot management ,"Adp, Inc.","Israel Oliveira, Cristian Basilio, Douglas Parnoff, Leandro Pereira",2020-09-10,2023-05-16,2023-09-14,,https://patents.google.com/patent/US20230289838A1/en,https://patentimages.storage.googleapis.com/99/15/a1/ba1a615a281187/US20230289838A1-20230914-D00000.png
US-2020350989-A1,System and Method for Interactively Engaging Devices with a Matching Signal Display ,"Blue Storm Media, Inc.",Gareth John Llewelyn,2017-05-17,2020-07-22,2020-11-05,,https://patents.google.com/patent/US20200350989A1/en,https://patentimages.storage.googleapis.com/c9/a8/67/c2f92846b04bef/US20200350989A1-20201105-D00000.png
US-2021174906-A1,Systems And Methods For Prioritizing The Selection Of Targeted Genes Associated With Diseases For Drug Discovery Based On Human Data ,Accenture Global Solutions Limited,"Qurrat UL AIN, Mykhaylo Zayats, Patrick Moreau, Fiona BRENNAN, Sumit Pai, Luca Costabello, Sean Gorman",2019-12-06,2020-03-13,2021-06-10,,https://patents.google.com/patent/US20210174906A1/en,https://patentimages.storage.googleapis.com/72/d2/55/411db5d2c2c95d/US20210174906A1-20210610-D00000.png
US-2022336088-A1,Efficiently generating machine learning models configured to forecast information regarding time until occurrence of clinical events ,GE Precision Healthcare LLC,"Bex George Thomas, Sreenath Sundar, Yiming Feng",2019-09-30,2022-06-30,2022-10-20,,https://patents.google.com/patent/US20220336088A1/en,https://patentimages.storage.googleapis.com/b0/ee/56/ecd872fe0449c1/US20220336088A1-20221020-D00000.png
US-2023049262-A1,"Multi-sensory, assistive wearable technology, and method of providing sensory relief using same ","Phoeb-X, Inc.",David RUTTENBERG,2021-08-05,2022-08-05,2023-02-16,,https://patents.google.com/patent/US20230049262A1/en,https://patentimages.storage.googleapis.com/1a/9f/c3/d9dd4746cafbdf/US20230049262A1-20230216-D00000.png
US-2018120778-A1,Adaptive control systems for buildings with dual band slot antenna ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-08-19,2018-05-03,,https://patents.google.com/patent/US20180120778A1/en,https://patentimages.storage.googleapis.com/0b/89/5e/c1dc51bf38b37c/US20180120778A1-20180503-D00000.png
US-10481564-B2,Adaptive control systems for buildings with security ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-11-17,2019-11-19,2019-11-19,https://patents.google.com/patent/US10481564B2/en,https://patentimages.storage.googleapis.com/fd/33/f6/8d2d40d8aa90db/US10481564-20191119-D00000.png
US-11756670-B2,Device for diffusing a prescribed mist specific to a user's emotional mental state Rx diffuser ,"Get Together, Inc.",Michael Phillips Moskowitz,2017-09-12,2021-01-05,2023-09-12,2023-09-12,https://patents.google.com/patent/US11756670B2/en,https://patentimages.storage.googleapis.com/71/96/71/5a6c44cafbc060/US11756670-20230912-D00000.png
US-11581086-B2,System and method for delivering a digital therapeutic specific to a users EMS and profile ,Get Together Inc,Michael Phillips Moskowitz,2017-09-12,2020-03-17,2023-02-14,2023-02-14,https://patents.google.com/patent/US11581086B2/en,https://patentimages.storage.googleapis.com/25/fb/d2/48fff6d9f349e3/US11581086-20230214-D00000.png
US-2021149941-A1,System and Method for Autonomously Generating a Mood-Filtered Slideshow ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2021-01-07,2021-05-20,,https://patents.google.com/patent/US20210149941A1/en,https://patentimages.storage.googleapis.com/3a/d0/a2/92b843105725a4/US20210149941A1-20210520-D00000.png
JP-7203767-B2,System and method for smart interaction between website components ,ウィックス．コム リミテッド．,"ナダヴ アブラハミ, バラク イガル, ロニ ベン－アハロン",2017-06-08,2018-06-07,2023-01-13,2023-01-13,https://patents.google.com/patent/JP7203767B2/en,https://patentimages.storage.googleapis.com/2d/a0/3d/3e4487fe0d0706/0007203767000007.png
US-2021086024-A1,Systems and methods for neurologic rehabilitation ,"MedRhythms, Inc.","Owen McCarthy, Brian Harris, Alex Kalpaxis, Eric Richardson, Ryan Foley",2019-09-12,2020-11-12,2021-03-25,,https://patents.google.com/patent/US20210086024A1/en,https://patentimages.storage.googleapis.com/d2/46/57/ff0fa878c0fbb3/US20210086024A1-20210325-D00000.png
US-2023293047-A1,Closed-loop wearable sensor and method ,Sibel Health Inc.,"Keum San Chun, Lian Yu, Matt Keller",2022-03-20,2023-03-15,2023-09-21,,https://patents.google.com/patent/US20230293047A1/en,https://patentimages.storage.googleapis.com/54/4d/5b/959a1891f2f4c4/US20230293047A1-20230921-D00000.png
KR-20200126103-A,Method to Build Big Data for Online Writing Training ,주식회사 카이엔터테인먼트,강영민,2019-04-29,2019-04-29,2020-11-06,,https://patents.google.com/patent/KR20200126103A/en,https://patentimages.storage.googleapis.com/4d/22/2f/668af488933c64/pat00001.png
US-2020356774-A1,"Systems and methods for aerostat management including identifying, classifying and determining predictive trends of an entity of interest ","Sap National Security Services, Inc.","David Korn, Donald Howe, Michelle ESLER",2019-05-06,2020-05-05,2020-11-12,,https://patents.google.com/patent/US20200356774A1/en,https://patentimages.storage.googleapis.com/5c/98/d3/17e08204a51e62/US20200356774A1-20201112-D00000.png
WO-2019063256-A1,"System, in particular authenticity system ",Innogy Innovation Gmbh,"Carsten STÖCKER, Harald Kemmann",2017-09-26,2018-09-06,2019-04-04,,https://patents.google.com/patent/WO2019063256A1/en,
